probe    EcoCyc CommonName	EcoCyc accession	EcoCyc ID
1759940_s_at	dapA	b2478	EG10205
1765453_s_at	hyaA	b0972	EG10468
1768198_s_at	yjjY	b4402	G7954
1761001_at	yjeO	b4158	G7839
1759429_s_at	feoB	b3409	EG12102
1768961_s_at	thiI	b0423	G6238
1768484_s_at	ygaQ	b2654	G7389
1764637_s_at	yihA	b3865	EG11203
1766665_s_at	hyfE	b2485	G7302
1759660_s_at	yjgH	b4248	G7879
1761657_s_at	sdsR	b4082	EG11954
1761847_s_at	lysA	b2838	EG10549
1764705_at	eutR	b2437	EG12190
1769060_s_at	ibpA	b3687	EG11534
1759526_at	pdxB	b2320	G0-9461
1768959_s_at	thiD	b2103	G7135
1760202_s_at	yfgH	b2505	G7316
1764890_s_at	fdhE	b3891	EG10284
1763752_s_at	creD	b4400	EG10145
1760668_s_at	rhaB	b3904	EG11868
1764157_at	wcaK	b2045	G7096
1762163_at	ydfN	b1547	G6821
1760438_s_at	ynfG	b1589	G6847
1768259_s_at	ydjZ	b1752	G6947
1760958_s_at	fdoI	b3892	EG11856
1759796_at	ypjF	b2646	G7381
1767557_s_at	fimF	b4318	EG10313
1768002_s_at	tyrS	b1637	EG11043
1760517_s_at	idnR	b4264	G7891
1763607_s_at	rdgB	b2954	G7530
1766622_s_at	ybfO		G6376
1766864_s_at	ydfH	b1540	G6814
1767354_at	ynfN	b1551	G6824
1767792_s_at	appC	b0978	EG11380
1760161_s_at	rdgC	b0393	EG12158
1760121_s_at	hybF	b2991	EG11804
1766250_s_at	dmsD	b1591	G6849
1762154_at	rybB	b4417	G0-8880
1766578_s_at	gfcB	b0986	G6507
1767328_at	yehB	b2109	EG11988
1765492_s_at	yqjE	b3099	G7613
1759491_s_at	yncG	b1454	G6765
1766766_s_at	slyD	b3349	EG11663
1762073_at	ypdF	b2385	G7248
1765448_s_at	ydjX	b1750	G6945
1759834_s_at	araH	b4460	EG10059
1765269_s_at	tadA	b2559	EG11372
1765516_s_at	hflX	b4173	EG10437
1769025_s_at	pgaA	b1024	G6531
1761130_s_at	trxB	b0888	EG11032
1766614_s_at	envR	b3264	EG11741
1766349_s_at	tyrA	b2600	EG11039
1765314_at	cvrA	b1191	G6620
1767988_s_at	yaiE	b0391	EG12159
1759178_s_at	fruB	b2169	G7990
1767409_at	ycjM	b1309	G6647
1764131_s_at	ydcS	b1440	G6751
1766019_at	ybcN	b0547	G6303
1766337_s_at	hisB	b2022	EG10445
1767209_s_at	yebK	b1853	EG12860
1762572_s_at	sthA	b3962	EG11428
1763344_s_at	rsmD	b3465	EG10343
1768082_s_at	mfd	b1114	EG11619
1767794_s_at	yigZ	b3848	EG11484
1760796_s_at	nfuA	b3414	G7748
1767166_at	ydfX	b1568	G6835
1759593_s_at	emrK	b2368	G7233
1768553_s_at	kefA	b0465	G6255
1759264_s_at	yeiA	b2147	EG11289
1763699_s_at	abgR	b1339	G6671
1763146_s_at	ycgK	b1178	G6615
1768442_s_at	zntA	b3469	EG12215
1768678_s_at	dcuS	b4125	G7827
1764330_s_at	mtfA	b1976	G7063
1762812_s_at	gabT	b2662	EG10361
1760249_s_at	wecH	b3561	EG12274
1759905_at	cbrB	b3716	EG11726
1767071_s_at	yciC	b1255	EG11123
1765371_s_at	osmE	b1739	EG10044
1760244_at	yfdM	b2356	G7225
1763398_at	yfeN	b2408	G7256
1767310_s_at	crp	b3357	EG10164
1760978_s_at	gsiC	b0831	G6431
1764611_at	yddK	b1471	G6772
1767924_s_at	ygeI	b2853	G7473
1764853_s_at	b0100		G6089
1759710_at	ybeR	b0645	G6352
1759790_at	prmB	b2330	EG12449
1769285_at	gltB	b3212	EG10403
1760813_s_at	yebC	b1864	EG11137
1761551_s_at	cysQ	b4214	EG10043
1762392_s_at	lpd	b0116	EG10543
1768074_s_at	gst	b1635	G6878
1768414_s_at	yaaX	b0005	G6081
1763638_s_at	rplT	b1716	EG10881
1764230_s_at	ychJ	b1233	EG12119
1763264_s_at	yfeH	b2410	EG12376
1763262_at	ydaU	b1359	G6683
1761097_s_at	dcm	b1961	EG10211
1768160_s_at	yjgF	b4243	G7877
1760290_s_at	sucB	b0727	EG10980
1767776_s_at	gntX	b3413	G7747
1764534_s_at	phoE	b0241	EG10729
1769070_s_at	dxs	b0420	G6237
1761939_s_at	alsA	b4087	EG11959
1767690_s_at	katG	b3942	EG10511
1764599_s_at	udp	b3831	EG11045
1764074_s_at	maeA	b1479	EG10948
1761321_at	yahI	b0323	G6188
1762640_s_at	ilvE	b3770	EG10497
1760295_s_at	sppA	b1766	EG10968
1767532_s_at	ispA	b0421	EG10508
1766848_s_at	nudB	b1865	EG11138
1763613_at	yhfW	b3380	G7732
1760052_s_at	hlpA	b0178	EG10455
1761924_s_at	garL	b3126	EG10016
1765582_at	ypjL	b2639	G7374
1764442_at	paaE	b1392	G6713
1765234_s_at	ackA	b2296	EG10027
1766372_s_at	ygeH	b2852	G7472
1766536_at	paaD	b1391	G6712
1760154_s_at	ydiR	b1698	G6921
1762224_s_at	trpS	b3384	EG11030
1768049_s_at	potD	b1123	EG10752
1767503_s_at	typA	b3871	EG11837
1764933_s_at	yjcS	b4083	EG11955
1759706_s_at	baeR	b2079	EG11618
1765332_s_at	exuR	b3094	EG12739
1765717_s_at	argC	b3958	EG10065
1760560_s_at	accA	b0185	EG11647
1766676_s_at	glnP	b0810	EG10388
1760189_s_at	yeaN	b1791	G6977
1766171_s_at	ydbL	b1383	G6705
1768877_s_at	rutG	b1006	G6517
1764504_s_at	yahB	b0316	G6181
1762854_s_at	zapA	b2910	EG12878
1765715_x_at	ldrA	b4419	G0-9602
1763010_at	ycbS	b0940	G6482
1767072_s_at	yehX	b2129	EG12010
1767434_s_at	yfcH	b2304	G7196
1767731_s_at	infB	b3168	EG10505
1764210_s_at	agaI	b3141	G7636
1765237_at	yiaM	b3577	EG12281
1767134_s_at	fhlA	b2731	EG10301
1768886_at	intQ	b1579	G6837
1764209_s_at	nudK	b2467	EG12410
1761931_s_at	ymbA	b0952	G6492
1762650_s_at	leuE	b1798	G6984
1762530_s_at	pspC	b1306	EG10778
1763187_s_at	betT	b0314	EG10112
1765378_s_at	ompT	b0565	EG10673
1768375_s_at	gshA	b2688	EG10418
1768518_s_at	groL	b4143	EG10599
1765892_s_at	ybgL	b0713	G6382
1765352_s_at	yneE	b1520	G6807
1766562_s_at	csdL	b2812	G7456
1768557_s_at	csgD	b1040	G6546
1762097_s_at	yiaB	b3563	EG11267
1761118_s_at	xylG	b3567	EG12275
1764723_s_at	prpD	b0334	G6199
1766667_s_at	yafQ	b0225	G6109
1759496_s_at	yhbS	b3156	G7650
1760874_s_at	bolA	b0435	EG10125
1760070_at	yffQ	b2448	G7278
1765755_s_at	thiF	b3992	EG11587
1769277_s_at	ygcO	b2767	G7433
1761618_at	ymfL	b1147	G6591
1765008_at	eutL	b2439	G7271
1763484_s_at	thiC	b3994	EG11585
1766177_s_at	ptsH	b2415	EG10788
1762883_s_at	ycbJ	b0919	G6473
1759666_s_at	cyaY	b3807	EG11653
1759998_s_at	rhtB	b3824	EG11469
1766746_s_at	ydhI	b1643	G6883
1767716_s_at	yiiS	b3922	EG11876
1763546_s_at	gutM	b2706	EG10972
1765283_at	yghJ	b4466	G7541
1760480_s_at	glyA	b2551	EG10408
1764752_s_at	yahF	b0320	G6185
1769100_s_at	yjdI	b4126	G7828
1768788_s_at	wcaA	b2059	G7104
1767044_s_at	yieP	b3755	EG11733
1765526_s_at	cysJ	b2764	EG10191
1765584_s_at	yehA	b2108	EG11987
1765327_s_at	ynaJ	b1332	G6668
1760104_s_at	ybbD	b0500	EG11770
1765225_s_at	ptsP	b2829	EG12188
1766772_s_at	yeeZ	b2016	G7089
1765763_at	ypjC	b2650	G7385
1766648_s_at	yjiP	b4338	G7934
1760892_s_at	yacC	b0122	EG11089
1768081_s_at	hofP	b3392	G7736
1767447_s_at	b2191		G7149
1765869_at	yjhQ	b4307	G7917
1767493_s_at	hisS	b2514	EG10453
1766747_s_at	potC	b1124	EG10751
1764176_s_at	pgm	b0688	EG12144
1768562_s_at	metF	b3941	EG10585
1760523_s_at	ygfT	b2887	G7506
1759129_s_at	yggN	b2958	EG12705
1766977_s_at	pheM	b1715	EG11272
1760630_s_at	glgB	b3432	EG10378
1764084_at	mdtB	b2075	G7114
1762184_s_at	fadA	b3845	EG10278
1760592_at	xdhD	b2881	G7500
1762096_at	phnI	b4099	EG10718
1764659_s_at	nrdA	b2234	EG10660
1764537_s_at	purM	b2499	EG10798
1762888_s_at	gmr	b1285	G6639
1762214_s_at	rplM	b3231	EG10874
1763325_at	yabP	b0056	EG12610
1762431_at	ykfC	b0258	G6133
1764343_s_at	proP	b4111	EG11612
1768601_s_at	sapD	b1291	EG12304
1760883_s_at	ybhI	b0770	G6400
1763346_s_at	yggL	b2959	EG12443
1759159_s_at	ygfQ	b4464	G7503
1766190_s_at	glgC	b3430	EG10379
1761139_s_at	yfaE	b2236	EG12360
1765413_s_at	ycdX	b1034	G6540
1760673_s_at	yfeR	b2409	G7257
1767053_at	rfc	b2035	EG11982
1762363_at	malS	b3571	EG11316
1761932_s_at	ispB	b3187	EG10017
1764366_at	ybbC	b0498	EG11769
1762168_s_at	emrB	b2686	EG11439
1769081_at	yadM	b0138	EG12327
1761199_s_at	cybC	b4236	EG50008
1759322_at	glvC	b3683	EG11710
1765609_s_at	secG	b3175	EG12095
1762126_s_at	tnaC	b3707	EG11276
1762995_s_at	ycfD	b1128	EG11430
1761911_s_at	yjiG	b4329	G7926
1766104_s_at	acpT	b3475	EG12221
1763819_s_at	aslA	b3801	EG10089
1764182_at	yfcN	b2331	G7202
1762747_s_at	ybbP	b0496	G6270
1763114_s_at	yqhA	b3002	G7559
1767573_s_at	yjcH	b4068	EG11943
1766076_s_at	eutT	b2459	G7289
1760801_at	yjbL	b4047	EG11930
1759845_s_at	ysaA	b3573	EG12277
1765789_s_at	mutY	b2961	EG10627
1759399_s_at	yfiH	b2593	EG12097
1765583_s_at	yddW	b1491	G6785
1764305_s_at	mntH	b2392	G7254
1763208_s_at	alkA	b2068	EG11222
1761613_s_at	ygeL	b2856	G7476
1762453_s_at	miaA	b4171	EG10595
1763945_at	rhaA	b3903	EG11867
1766862_s_at	yecS	b1918	G7037
1765297_s_at	yeaZ	b1807	G6991
1762895_s_at	rcsD	b2216	EG12385
1764724_s_at	ftsQ	b0093	EG10342
1760237_s_at	sanA	b2144	EG12025
1764535_s_at	yggU	b2953	G7529
1759136_s_at	kdgR	b1827	G7003
1768615_s_at	yhiQ	b3497	EG12233
1761153_s_at	htrG	b3055	EG12434
1762988_at	modF	b0760	EG11677
1765431_s_at	rpoD	b3067	EG10896
1760186_s_at	ybiT	b0820	G6423
1760039_s_at	ygbJ	b2736	G7417
1768913_s_at	yaaH	b0010	EG11512
1761120_s_at	agaA	b3135	EG12766
1761370_at	torS	b0993	G6514
1763626_s_at	trpH	b1266	G6634
1762339_s_at	yqaB	b2690	G7408
1764834_s_at	ynfF	b1588	G6846
1765783_s_at	oppD	b1246	EG10677
1761952_at	aroG	b0754	EG10079
1768619_s_at	yfhH	b2561	EG12308
1766450_s_at	ruvA	b1861	RUVA
1761177_s_at	yigE	b4482	EG11462
1761050_s_at	tnaA	b3708	EG11005
1768800_s_at	yicH	b3655	EG11684
1767163_s_at	b0309		G6179
1761603_s_at	ydjL	b1776	G6963
1767672_s_at	gatY	b2096	EG12419
1763233_s_at	yaeB	b0195	EG11503
1763004_s_at	hda	b2496	G7313
1763242_s_at	pqiB	b0951	G6491
1765357_at	yjiC	b4325	G7922
1767338_at	prpB	b0331	G6196
1763733_s_at	rbsD	b3748	EG10817
1764388_s_at	yfdP	b2359	G7228
1760103_s_at	pphA	b1838	G7011
1768746_s_at	metN	b0199	EG11621
1765857_s_at	ydhJ	b1644	G6884
1760848_s_at	tmk	b1098	EG12302
1761727_at	casA	b2760	G7430
1765015_at	waaU	b3623	EG11423
1762805_s_at	fepC	b0588	EG10295
1760068_s_at	lptD	b0054	EG11569
1762626_s_at	infA	b0884	EG10504
1763406_s_at	yneH	b1524	G6810
1760514_s_at	rtn	b2176	G7148
1759321_s_at	yojI	b2211	EG12070
1765153_s_at	melA	b4119	EG10577
1767514_s_at	murD	b0088	EG10620
1760102_s_at	yhdJ	b3262	EG11498
1765171_s_at	pspG	b4050	EG11933
1759921_s_at	yheN	b3345	G7714
1765262_s_at	apaG	b0050	EG10047
1766387_s_at	mdoG	b1048	EG11885
1767620_s_at	ddpC	b1485	G6779
1759091_at	speF	b0693	EG10964
1766154_s_at	ivbL	b3672	EG11275
1769185_at	feaB	b1385	G7961
1769176_at	ymfK	b1145	G6589
1759296_s_at	ybdO	b0603	G6332
1767576_s_at	yfaV	b2246	G7159
1768095_at	mnmC	b2324	G7199
1766893_s_at	yebW	b1837	G7010
1768742_s_at	hybE	b2992	EG11803
1764482_s_at	yiaV	b3586	EG12290
1763056_s_at	ddpA	b1487	G6781
1765200_s_at	yfgO	b2493	G7310
1760601_s_at	clcA	b0155	EG12331
1766017_s_at	ydiF	b1694	EG12432
1762091_s_at	ycbW	b0946	G6486
1766621_s_at	secF	b0409	EG10940
1759993_s_at	gmm	b2051	EG11789
1760682_s_at	glmU	b3730	EG11198
1765990_s_at	sufS	b1680	G6906
1760417_s_at	ygbA	b2732	EG11287
1759704_s_at	iscS	b2530	G7325
1765511_s_at	fixX	b0044	EG11565
1767199_at	micC	b4427	G0-8901
1762976_s_at	yihG	b3862	EG11833
1760798_s_at	proV	b2677	EG10771
1766518_s_at	azoR	b1412	G6731
1768843_s_at	fucR	b2805	EG10353
1763008_s_at	rpsN	b3307	EG10913
1759337_s_at	trpD	b1263	EG11027
1766627_at	insJ	b3557	G7776
1764016_s_at	parE	b3030	EG10687
1760515_s_at	yqcC	b2792	G7450
1765769_s_at	rodZ	b2516	EG10015
1767589_s_at	kefB	b3350	EG20110
1765096_s_at	blr	b4409	G0-9561
1767961_s_at	ahpC	b0605	EG11384
1768348_s_at	fabR	b3963	EG11394
1767223_s_at	zraR	b4004	EG10482
1759176_s_at	tdcE	b3114	G7627
1761649_s_at	narJ	b1226	EG10641
1761876_at	insH-5	b1370	G6693
1762208_s_at	csgF	b1038	G6544
1762919_s_at	yjcE	b4065	EG11940
1764769_at	sibA	b4436	G0-8884
1763336_s_at	fabZ	b0180	EG11284
1761434_s_at	ydeT	b1505	G6795
1766207_at	yafU	b0218	G6102
1763389_s_at	ispU	b0174	G6092
1765574_s_at	chpS	b4224	EG11250
1765853_s_at	lolE	b1118	G6575
1766988_at	ybgD	b0719	EG12359
1764680_s_at	yheS	b3352	EG12903
1763055_s_at	cvpA	b2313	EG10169
1760762_s_at	rsxA	b1627	G6871
1768595_s_at	rpmJ	b3299	EG11232
1767971_s_at	yjjI	b4380	EG12171
1766055_s_at	torZ	b1872	G7022
1768884_s_at	recX	b2698	EG12080
1767143_s_at	pepQ	b3847	EG10698
1759700_s_at	ydcD	b1457	EG11760
1764480_s_at	aroK	b3390	EG10081
1767230_s_at	ypjD	b2611	G7355
1769028_s_at	gsiA	b0829	G6429
1765197_s_at	ybdN	b0602	G6331
1764082_s_at	dcuC	b0621	G6347
1766338_s_at	tatD	b4483	EG11481
1759729_s_at	nadD	b0639	G6350
1761407_s_at	cmtA	b2933	EG11792
1762382_s_at	yfaV	b2246	G7159
1763032_s_at	ygeM	b2857	G7477
1764726_s_at	nikC	b3478	EG12077
1759894_s_at	cynR	b0338	EG11421
1767119_s_at	yggX	b2962	G7532
1768159_at	rfaY	b3625	EG11425
1764979_s_at	cmoB	b1871	G7021
1762156_s_at	tyrR	b1323	EG11042
1760263_s_at	lpxB	b0182	EG10546
1763697_s_at	mraZ	b0081	EG11084
1761390_s_at	hypF	b2712	EG11551
1762442_s_at	dedD	b2314	EG10218
1767979_at	yfaQ	b2226	G7153
1762248_s_at	xylA	b3565	EG11074
1759634_s_at	sufA	b1684	EG11378
1761162_s_at	yehM	b2120	EG11999
1762955_s_at	ybiY	b0824	G6427
1763370_s_at	insA-1	b0022	G6086
1760242_s_at	argD	b3359	EG10066
1760448_s_at	yiaT	b3584	EG12288
1762286_s_at	coaD	b3634	EG11190
1765520_s_at	torT	b0994	G6515
1760984_s_at	bioH	b3412	EG10122
1765052_x_at	dicF	b1574	EG31115
1761476_s_at	cysC	b2750	EG10185
1767837_s_at	dpiB	b0619	G6345
1768996_at	yjhC	b4280	G7901
1762815_at	mdtM	b4337	EG12576
1763339_s_at	nagC	b0676	EG10636
1769278_s_at	prfH		EG11496
1763431_at	mngA	b0731	EG13235
1765186_s_at	moaA	b0781	EG11595
1759804_s_at	fpr	b3924	EG10628
1765120_s_at	dppC	b3542	EG12626
1761455_s_at	yfjF	b2618	G7357
1768638_s_at	yidC	b3705	EG11197
1759240_s_at	eutQ	b2460	G7290
1768794_s_at	rpsH	b3306	EG10907
1760649_s_at	yjbE	b4026	EG11923
1768397_s_at	rpsQ	b3311	EG10916
1763928_s_at	yliI	b0837	G6437
1760225_s_at	rpoB	b3987	EG10894
1765488_s_at	yibG	b3596	EG11763
1764287_s_at	yddJ	b1470	G6771
1764923_s_at	dsrB	b1952	G7045
1768256_at	entE	b0594	EG10263
1761410_s_at	torY	b1873	G7023
1759102_s_at	rnc	b2567	EG10857
1760700_s_at	oxc	b2373	G7236
1767572_s_at	ybjJ	b0845	G6443
1767219_s_at	yjeE	b4168	EG11757
1763648_s_at	efeB	b1019	EG11735
1765361_s_at	yihU	b3882	EG11847
1766861_at	caiB	b0038	EG11559
1759414_s_at	chpR	b2783	EG10571
1759588_s_at	ftsY	b3464	EG10346
1759814_s_at	tabA	b4252	G7883
1766488_s_at	pdxJ	b2564	EG10693
1761103_s_at	yegW	b2101	G7133
1763958_s_at	yihV	b3883	EG11848
1765917_s_at	hypB	b2727	EG10484
1762947_s_at	gatZ	b2095	G7128
1762381_s_at	spf	b3864	EG30098
1766429_s_at	htrL	b3618	EG11188
1761464_at	nupC	b2393	EG11971
1765684_at	nrdB	b2235	EG10661
1760190_s_at	yjfN	b4188	G7851
1768404_s_at	yciK	b1271	EG11759
1767950_s_at	secD	b0408	EG10938
1759333_s_at	purA	b4177	EG10790
1761758_s_at	atpI	b3739	EG10106
1760656_s_at	yccX	b0968	G6502
1768183_s_at	yebO	b1825	G7001
1768388_s_at	glpD	b3426	EG10394
1759782_s_at	yjiX	b4353	G7941
1769015_s_at	yihI	b3866	EG11835
1765934_s_at	cpsB	b2049	EG10161
1760674_s_at	recO	b2565	EG10832
1764871_s_at	clpB	b2592	EG10157
1768633_s_at	kdsB	b0918	EG10519
1765594_s_at	atpD	b3732	EG10101
1759231_s_at	ygfY	b2897	G7510
1760855_x_at	rdlA	b4420	G0-9603
1765608_at	yiiF	b3890	EG11855
1761988_s_at	pitB	b2987	EG12883
1759352_s_at	rplP	b3313	EG10877
1762842_at	mmuM	b0261	G6136
1764237_s_at	ybhC	b0772	EG12875
1762592_s_at	yddE	b1464	EG11825
1762203_s_at	amiB	b4169	EG11363
1768718_s_at	nfrB	b0569	EG11739
1763831_s_at	ddlB	b0092	EG10214
1766381_s_at	kdgT	b3909	EG11869
1764143_s_at	sfmF	b0534	EG12388
1764761_s_at	hokA	b4455	G0-9613
1769165_at	ybgQ	b0718	G6387
1767504_s_at	murC	b0091	EG10619
1763897_s_at	nuoC	b2286	EG12084
1767766_s_at	trpA	b1260	EG11024
1760593_s_at	fldA	b0684	EG10318
1769056_s_at	prmC	b1212	EG12424
1760113_s_at	astE	b1744	G6940
1762660_s_at	mhpF	b0351	M014
1764377_at	yfcR	b2335	G7206
1763989_at	yfdT	b2363	G7232
1767494_s_at	yihN	b3874	EG11840
1759892_s_at	visC	b2906	EG11333
1760498_s_at	rng	b3247	EG11299
1765678_at	setC	b3659	EG11687
1763169_s_at	deoB	b4383	EG10220
1763790_s_at	lepA	b2569	EG10529
1767780_s_at	ycbC	b0920	EG12166
1760159_s_at	yliF	b0834	G6434
1762745_at	nrfG	b4076	EG11950
1767147_at	mcrC	b4345	EG10575
1765549_s_at	parC	b3019	EG10686
1765652_s_at	hupB	b0440	EG10467
1767140_at	dsdC	b2364	EG13161
1760987_at	yadC	b0135	EG11678
1764792_s_at	yhbO	b3153	G7647
1765233_s_at	entA	b0596	EG10259
1764951_at	yafX	b0248	G6123
1763923_at	maoC	b1387	G6708
1759328_s_at	cadC	b4133	EG10133
1761748_s_at	pnuC	b0751	EG11700
1761497_s_at	caiD	b0036	EG11557
1767848_s_at	alkB	b2212	EG10037
1767840_at	yeiM	b2164	EG12032
1768459_s_at	bcsC	b3530	EG12257
1764973_s_at	ydgC	b1607	G6863
1761937_s_at	rnr	b4179	EG11259
1768903_s_at	rmuC	b3832	EG11472
1761860_s_at	yagR	b0284	G6155
1764894_s_at	groS	b4142	EG10600
1762057_at	yigF	b3817	EG11464
1767385_s_at	pncB	b0931	EG10742
1763227_s_at	xylB	b3564	EG11075
1765136_s_at	yhbY	b3180	EG12794
1759934_s_at	yeaT	b1799	G6985
1766768_s_at	thrL	b0001	EG11277
1761308_at	rem	b1561	EG11129
1760394_s_at	dgsA	b1594	G6852
1765329_s_at	ydfD	b1576	EG11303
1762258_s_at	ftnA	b1905	EG10921
1760950_s_at	yliE	b0833	G6433
1761372_s_at	glnG	b3868	EG10385
1763577_s_at	yhaI	b3104	G7618
1765802_s_at	yraN	b3148	G7643
1768139_s_at	rfe	b3784	EG10840
1760555_s_at	tdcB	b3117	EG10990
1764113_s_at	recF	b3700	EG10828
1762306_s_at	arcB	b3210	EG10062
1765313_s_at	gcvT	b2905	EG11442
1765784_s_at	exuT	b3093	EG12738
1762595_s_at	tauA	b0365	G6217
1764530_s_at	insF-1	b0299	G6169
1763095_at	gspL	b3333	G7711
1760906_s_at	cnu	b1625	G6869
1760495_s_at	ygcF	b2777	G7443
1765591_s_at	pgpA	b0418	EG10704
1763091_s_at	nirD	b3366	EG10655
1761440_s_at	ynfL	b1595	G6853
1768209_s_at	eco	b2209	EG10255
1765890_at	yjgB	b4269	EG11436
1765097_s_at	ylbG	b0502	G6273
1761030_s_at	rpoS	b2741	EG10510
1767812_s_at	fadI	b2342	G7213
1768740_s_at	yoaC	b1810	G6994
1768999_at	xapA	b2407	G85
1761552_s_at	rffG	b3788	EG11453
1763351_at	ybfG		EG11777
1766497_s_at	artJ	b0860	EG11628
1768920_s_at	hypC	b2728	EG10485
1759538_s_at	nhaB	b1186	EG11392
1761441_s_at	rluB	b1269	EG12433
1766140_s_at	ydeM	b1497	G6787
1761330_s_at	sseB	b2522	EG11601
1765806_s_at	menB	b2262	EG11368
1763906_s_at	gntU	b4476	EG12631
1761324_at	yfdG	b2350	G7219
1763477_at	ybiO	b0808	G6417
1764741_s_at	aroE	b3281	EG10077
1766411_s_at	ftsZ	b0095	EG10347
1760416_at	yaiU	b0374	G6225
1767563_s_at	rpoA	b3295	EG10893
1768164_s_at	ubiX	b2311	EG11044
1764325_s_at	sufC	b1682	G6908
1765248_s_at	torR	b0995	EG12615
1764403_s_at	thiE	b3993	EG11586
1762052_s_at	yneJ	b1526	G6812
1762074_s_at	ftsE	b3463	EG10340
1763941_s_at	ybdM	b0601	G6330
1762341_s_at	purR	b1658	EG10800
1759996_s_at	nemA	b1650	G6890
1759374_s_at	cyoB	b0431	EG10179
1763340_s_at	yjjN	b4358	G7945
1766000_s_at	nuoG	b2283	EG12087
1768177_s_at	accD	b2316	EG10217
1763405_s_at	zur	b4046	EG11929
1760063_s_at	ybdK	b0581	G6326
1766675_s_at	yqcE	b2775	EG13174
1765909_s_at	yqcA	b2790	G7448
1768436_s_at	isrC	b4435	G0-8905
1762303_s_at	wcaB	b2058	G7103
1759218_s_at	fruK	b2168	EG10337
1762615_s_at	modE	b0761	G6395
1759198_s_at	nanT	b3224	G436
1767808_s_at	uidC	b1615	G6866
1761768_s_at	rlmI	b0967	G6501
1768169_s_at	gspH	b3329	G7707
1760125_s_at	ycgX	b1161	G6601
1763167_s_at	hdfR	b4480	EG11449
1761291_s_at	fixA	b0041	EG11562
1764178_s_at	accC	b3256	EG10276
1761216_s_at	nohB	b0560	EG11635
1764399_s_at	yaaA	b0006	EG10011
1760481_s_at	yjiR	b4340	G7936
1764356_at	gspK	b3332	G7710
1764294_s_at	macA	b0878	G6461
1760814_s_at	lolC	b1116	G6573
1761788_s_at	kbl	b3617	EG10512
1760193_s_at	dgkA	b4042	EG10224
1766632_s_at	yfcM	b2326	G7201
1768260_s_at	bisC	b3551	EG10124
1768033_s_at	ilvM	b3769	EG10501
1761815_s_at	dinB	b0231	G6115
1769115_s_at	fabG	b1093	EG11318
1760849_s_at	galP	b2943	EG12148
1760363_s_at	ppsA	b1702	EG10759
1767917_s_at	yebE	b1846	EG11806
1764586_s_at	pyrB	b4245	EG10805
1767972_s_at	atpC	b3731	EG10100
1763400_s_at	metJ	b3938	EG10588
1765464_s_at	fabF	b1095	EG12606
1766069_s_at	deaD	b3162	EG10215
1763064_s_at	sfmD	b0532	G6292
1760177_s_at	hyfR	b2491	G7308
1763150_s_at	fiu	b0805	G6414
1768193_s_at	ygfQ	b4464	G7503
1763938_s_at	moaE	b0785	EG11598
1761605_s_at	glyQ	b3560	EG10409
1768154_s_at	yeeW	b2006	G7086
1760153_at	yiaO	b3579	EG12283
1765295_at	prpR	b0330	G6195
1766722_s_at	metE	b3829	EG10584
1760957_s_at	dhaM	b1198	EG12399
1768982_s_at	fliY	b1920	G7039
1763883_s_at	gspB	b3322	EG11263
1767585_s_at	ygcU	b4463	G7439
1762986_s_at	livF	b3454	EG10536
1765834_s_at	cydD	b0887	EG11405
1762470_s_at	argS	b1876	EG10071
1759153_s_at	yeeU	b2004	G7084
1766332_s_at	yqjH	b3070	G7593
1762740_at	ycgF	b1163	G6603
1766898_s_at	creC	b4399	EG10730
1761479_at	yraH	b3142	G7637
1761494_s_at	metB	b3939	EG10582
1759938_at	pinE	b1158	EG10737
1759364_s_at	ygeF	b2850	G7470
1764562_s_at	mhpT	b0353	G6206
1762521_s_at	yahC	b0317	G6182
1766350_s_at	cbrA	b3690	EG11714
1760500_at	guaB	b2508	EG10421
1762198_s_at	purF	b2312	EG10794
1767520_s_at	ypfG	b2466	G7295
1766180_s_at	glnH	b0811	EG10386
1763934_s_at	citE	b0616	G6342
1760972_s_at	mdlA	b0448	G6248
1768530_s_at	msbA	b0914	EG10613
1762004_s_at	frvB	b3899	EG11863
1759647_s_at	tfaD	b0561	G6315
1760450_s_at	ydhY	b1674	G6902
1761869_s_at	avtA	b3572	EG10107
1769064_s_at	yceH	b1067	EG11537
1767479_s_at	ynfK	b1593	G6851
1764737_s_at	prc	b1830	EG10760
1761550_s_at	fldB	b2895	EG12697
1763399_s_at	allD	b0517	G6286
1761583_s_at	yaeF	b0193	EG12138
1768032_at	yhfS	b3376	G7728
1762512_s_at	rpsA	b0911	EG10900
1768065_s_at	potB	b1125	EG10750
1759933_s_at	yraM	b3147	G7642
1765658_at	frvR	b3897	EG11861
1764004_s_at	yggT	b2952	G7528
1767002_s_at	ybhT	b0762	G6396
1759098_s_at	yncI	b1458	G6767
1765168_s_at	folX	b2303	G7195
1763841_at	hrpA	b1413	G6732
1764892_s_at	yrbG	b3196	EG12802
1759287_s_at	narX	b1222	EG10646
1765274_s_at	yggI	b2944	EG12122
1763357_s_at	dnaK	b0014	EG10241
1766086_s_at	cobT	b1991	EG12151
1765513_s_at	oppF	b1247	EG10678
1765337_s_at	ygeW	b2870	G7489
1769020_s_at	lpxD	b0179	EG10316
1762763_s_at	yiaC	b3550	EG12270
1763508_s_at	nfo	b2159	EG10651
1764167_s_at	kdsA	b1215	EG10518
1762014_s_at	ydcF	b1414	EG12110
1759810_s_at	citT	b0612	G6338
